Index,Date,Name,Tweet
444,Wed Apr 29 09:10:05 +0000 2020,OncLive.com,"TERAVOLT Data Reveal ""Unexpectedly High"" Mortality in Patients With Thoracic Cancers and COVID-19 @IstTumori @AACR #COVID19 #coronavirus #AACR20 https://t.co/x8z3rAw5dS"
445,Wed Apr 29 09:10:57 +0000 2020,Enric Barba Ibáñez,COVID-19: Practical and Immuno-Oncology Insight in Melanoma and Beyond @PAscierto @AACR #coronavirus #COVID19 #AACR20 https://t.co/XgQ8GsU8I6
446,Wed Apr 29 09:14:08 +0000 2020,Yixy Gavilan,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
447,Wed Apr 29 09:19:20 +0000 2020,Laia Vilà,TAK-788 ph2 in pts with EGFR exon 20 insertions treated at 160mg. ORR 43%. Responses seen in pretreated TKI/IO pts as well. Most common AE is GI tox. Food instructions has been updated in this study to improve GI tox. #AACR20 https://t.co/NJOR4A8xK5
448,Wed Apr 29 09:20:00 +0000 2020,Lymphoma Hub,⚡️ Highlights from the @AACR Annual Meeting 2020 in lymphoma are now available in this @lymphomahub Twitter Moment ▶️ https://t.co/1P9IBcn29K ◀️ #lymsm #AACR20
449,Wed Apr 29 09:23:03 +0000 2020,Science and Innovation at Cancer Research UK,Please join us June 22-24 for #AACR20 Virtual Annual Meeting II. There will be thousands of proffered papers covering the spectrum of cancer research presented in minisymposia and in an e-poster platform. https://t.co/uizEwfiVlG
450,Wed Apr 29 09:24:18 +0000 2020,Cancéropôle GO,#AACR20 David Thiel from @MayoClinic presents at the Early Detection and ctDNA session results from the study investigating the @GrailBio cfDNA methylation signatures test. The manuscript can be found here in Annals of Oncology:  https://t.co/8OjSaWeURz https://t.co/cfEcY8pxVd
451,Wed Apr 29 09:24:27 +0000 2020,AML Hub,"⚡️ If you missed the @AACR meeting, click below to view a Twitter Moment created by the @AML_Hub, providing you with the latest updates in #AML from the meeting: https://t.co/KgiY9MSrYR #leusm #AACR20"
452,Wed Apr 29 09:27:25 +0000 2020,Rhizome333,"$VSTM CKI27 + defactinib in Kras mutant cancers, via Udai Banerji. Note responses in subjects on prior Mek inhibitor treatment #AACR20 https://t.co/agkGzF2ZWb"
453,Wed Apr 29 09:27:45 +0000 2020,Rhizome333,"$VSTM shows promise in Kras-mutated cancers at #AACR20, so why is it off 40%? Via @evaluatevantage https://t.co/oefEHadoNi"
454,Wed Apr 29 09:29:07 +0000 2020,Tobias Helmstorf,We’re focused on genomic #cancer testing. These tests may help doctors recommend treatments and clinical trials based on a patient’s unique tumor makeup. Learn about the importance of genomic cancer testing today: https://t.co/JJ2xbWEDR4 #AACR20 https://t.co/ZLuvR1cAE9
455,Wed Apr 29 09:29:13 +0000 2020,"Pashtoon Kasi MD, MS","@Aiims1742 👇🏼Interesting to note that while the discussion/data at #AACR20 showed a higher HR for #cancer &amp; #COVID19, (almost ~3), it’s very likely that this potentially may be driven to some extent by other chronic conditions &amp; advanced age. #COVID19nCancer listed as ‘malignant neoplasm’. https://t.co/BPwVl3gQBM"
456,Wed Apr 29 09:30:14 +0000 2020,Angel Montero Luis,"Data  at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that #COVID19 prevalence among cancer patients is a) 12%  b) mortality is close to 15% (similar to general population c)Factors correlated with worst outcome: hemopathy, PS2+, recent chemotherapy https://t.co/Ga25jTRfyz"
457,Wed Apr 29 09:32:00 +0000 2020,Dario Trapani,"@Aiims1742 👇🏼Interesting to note that while the discussion/data at #AACR20 showed a higher HR for #cancer &amp; #COVID19, (almost ~3), it’s very likely that this potentially may be driven to some extent by other chronic conditions &amp; advanced age. #COVID19nCancer listed as ‘malignant neoplasm’. https://t.co/BPwVl3gQBM"
458,Wed Apr 29 09:32:12 +0000 2020,Andrea Biondo,"Delighted to be part of the @ICR_DDU_IIT team running 3 phaseI trials, results of which have been presented at #AACR20"
459,Wed Apr 29 09:32:29 +0000 2020,Emily Smith,⚡️ Highlights from the @AACR Annual Meeting 2020 in lymphoma are now available in this @lymphomahub Twitter Moment ▶️ https://t.co/1P9IBcn29K ◀️ #lymsm #AACR20
460,Wed Apr 29 09:32:43 +0000 2020,Emily Smith,"⚡️ If you missed the @AACR meeting, click below to view a Twitter Moment created by the @AML_Hub, providing you with the latest updates in #AML from the meeting: https://t.co/KgiY9MSrYR #leusm #AACR20"
461,Wed Apr 29 09:34:27 +0000 2020,Andrea Biondo,"Delighted to be part of the @ICR_DDU_IIT @royalmarsdenNHS running three phase 1 trials, results of which were presented at #AACR20"
462,Wed Apr 29 09:36:11 +0000 2020,gilberto lopes,"Just Out📣at @NEJM 📰In metastatic castration-resistant #prostatecancer that had disease progression while on enzalutamide or abiraterone &amp;had alterations in genes🧬w/a role in homologous recombination repair, olaparib was associated w/longer PFS‼️ #AACR20 https://t.co/UlM259rDgi https://t.co/xSv9nSagiN"
463,Wed Apr 29 09:36:21 +0000 2020,gilberto lopes,"Check out this video by the amazing Dr. @CharuAggarwalMD. 

#OncoAlert 
#AACR20"
464,Wed Apr 29 09:37:15 +0000 2020,gilberto lopes,"Thanks #AACR20 - It has been fantastic, I'm amazed of how such gigantic conference has adapted so quickly to the difficulties! I'm grateful for the new interactions and for the outlook of the field, the cancer research community stands strong! See you again in June! 😍"
465,Wed Apr 29 09:44:19 +0000 2020,Angie Bee,Important. We started doing it when pandemic came to Ireland.
466,Wed Apr 29 09:44:20 +0000 2020,Lars Wortmann,Larotrectinib shows 95% ORR in patients harboring NTRK1/2/3 gene fusions - would like to see such amazing waterfall plots for other targeted therapies. #AACR20 https://t.co/ufkGDvddCM
467,Wed Apr 29 02:18:48 +0000 2020,kyaw zin thein,"Oncologists are very used to see the Kaplan-Meier curve. For COVID-19, the curve shows statistically significant with Y-axis represented by days, not even months. It is a very sad outcome. Thanks, @AACR for providing this opportunity to learn so that we can fight w/data. #AACR20 https://t.co/VtVTqPxd3b"
468,Wed Apr 29 02:20:49 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,"A significant difference between shedders &amp; non shedders in screening, lead time &amp; DFS. Could pre op status of patient ctDNA be a potential biomarker? Stresses tissue biopsy critical if the ctDNA is negative #AACR20 #LCSM"
469,Wed Apr 29 09:45:44 +0000 2020,giuseppe viscardi,"Thanks #AACR20 - It has been fantastic, I'm amazed of how such gigantic conference has adapted so quickly to the difficulties! I'm grateful for the new interactions and for the outlook of the field, the cancer research community stands strong! See you again in June! 😍"
470,Wed Apr 29 09:46:37 +0000 2020,giuseppe viscardi,"Thanks #AACR2020
See you in June for Virtual Annual Meeting II"
471,Wed Apr 29 09:54:42 +0000 2020,Tasuku Ishida,凄まじい結果だな、これ
472,Wed Apr 29 09:54:48 +0000 2020,OncoAlert,"#CanceretCOVID19 : Pr Fabrice @barlesi de @GustaveRoussy partage une analyse précoce de la manière dont ce #CLCC s’est adapté pour gérer l’épidémie #COVID19
@AACR  #AACR2020 #OncoAlert #TousEnsemble #cancer #CLCC #Villejuif"
473,Wed Apr 29 09:55:49 +0000 2020,Debbie Caswell,Great discussion by @AbboshChris on using ctDNA to measure minimum residual disease (MRD) in adjuvant trials for early-stage lung cancer - to predict which pts will relapse after surgery. Results frm TRACERx @SwantonLab @SU2Cscience @LungAssociation #AACR2020 #AACR20 #LCSM https://t.co/DToCKYUfKg
474,Wed Apr 29 09:59:22 +0000 2020,Abhijit Pal,"Delighted to be part of the @ICR_DDU_IIT @royalmarsdenNHS running three phase 1 trials, results of which were presented at #AACR20 https://t.co/0AbGAz99OF"
475,Wed Apr 29 09:59:33 +0000 2020,European Immuno-Oncology,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
476,Wed Apr 29 10:00:36 +0000 2020,Symplur Hashtags,Top Influencers of #AACR20: @AACR @OncoAlert @weoncologists @Jbauml @marinagarassino @barlesi @tmprowell More 📊 https://t.co/RpQ7HRwmN3
477,Wed Apr 29 10:03:02 +0000 2020,Kerry A Kauffman,Please join us June 22-24 for #AACR20 Virtual Annual Meeting II. There will be thousands of proffered papers covering the spectrum of cancer research presented in minisymposia and in an e-poster platform. https://t.co/uizEwfiVlG
478,Wed Apr 29 10:04:47 +0000 2020,Kerry A Kauffman,Top Influencers of #AACR20: @AACR @OncoAlert @weoncologists @Jbauml @marinagarassino @barlesi @tmprowell More 📊 https://t.co/RpQ7HRwmN3
479,Wed Apr 29 10:08:42 +0000 2020,Pablo Alonso,"“These data strongly support the importance of clinical testing for NTRK gene fusions in order to identify those patients most likely to benefit from larotrectinib,” says @DavidHongMD. 

Learn more about his study presented today at #AACR20. https://t.co/2Gg4fqwJ0r #endcancer"
480,Wed Apr 29 10:08:55 +0000 2020,ThunderContainer,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
481,Wed Apr 29 10:10:07 +0000 2020,OncLive.com,"WATCH: Nickolas Papadopoulos, PhD, of @HopkinsMedicine, discusses the results of a study which evaluated a combined modality screening approach in women without a history of cancer. @AACR #AACR20 https://t.co/tEgRPfjPSC"
482,Wed Apr 29 10:13:54 +0000 2020,@crukgreenock,"Predictive Biomarkers offer a noninvasive approach for prediction of therapeutic benefit from immune checkpoint inhibition in #lungcancer, per #AACR20 presentation by @max_diehn @AshAlizadeh on @SU2C @LUNGevity @LungAssociation #LungCancer Dream Team
https://t.co/6tRnpjoAIl"
483,Wed Apr 29 10:15:20 +0000 2020,Robin Davison,"@ScienceMagazine @CellPressNews @MountSinaiNYC Potential therapies to treat #COVID19 hyperinflammation. #CytokineStorm

Targets: GM-CSF, IL-17, IL-23, TNF, IL-6, JAK &amp; IL-1

Companies: $IMAB $HGEN $GSK $RHHBY $SNY $REGN $EUSA $NVS $INCY $AMGN $PFE $LLY $ABBV $BMY $ALPMY $ALXN $KNSA $SOBI $JNJ @Roivant

https://t.co/bLGxRlKKu1"
484,Wed Apr 29 10:21:57 +0000 2020,Kerry A Kauffman,Read the Clinical Trials collection - newly released for the #AACR20 Virtual Annual Meeting I! https://t.co/TCMvqxZcxC https://t.co/UEmZK1wAGW
485,Wed Apr 29 10:22:29 +0000 2020,"Wafik S. El-Deiry, MD, PhD, FACP",The latest The Cancer News Daily! https://t.co/OfWNStOvgo Thanks to @PennCancer @FDAOncology #ascoconnection #aacr20
486,Wed Apr 29 10:22:55 +0000 2020,Brad Loncar,STAT story on this Gracell allo data. Definitely one of the more intriguing things we saw at #AACR20. https://t.co/EQJ9wzHiJk
487,Wed Apr 29 10:24:37 +0000 2020,Arael Sánchez Sardiñ,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
488,Wed Apr 29 10:25:23 +0000 2020,Annarita Egidi,"For the first time, we’re disclosing the molecular structure of mobocertinib (TAK-788)! Join us tomorrow during #AACR20’s virtual annual meeting at 11:14AM EST to learn more."
489,Wed Apr 29 10:32:59 +0000 2020,Joe Gambiste,"$VSTM shows promise in Kras-mutated cancers at #AACR20, so why is it off 40%? Via @evaluatevantage https://t.co/oefEHadoNi"
490,Wed Apr 29 10:34:28 +0000 2020,pasmo,"cfDNA sequencing leveraging informative methylation patterns detected more than 50 cancer types across stages. Considering the potential value of early detection in deadly malignancies, further evaluation of this test is justified in prospective population-level studies."
491,Wed Apr 29 10:35:06 +0000 2020,Matthias Scheffler,"Thank you @AACR , an Amazing Part 1⃣of  #AACR20 and thank you for making registration free‼️Such details eliminates the economic issues many colleagues face in their countries &amp; makes it available to ALL, VERY well done‼️"
492,Wed Apr 29 10:41:39 +0000 2020,@gulleyj1,#AACR20. Great news for people living with #cancer during #COVID19 #pandemic: pembrolizumab 400 mg every 6 wks granted accelerated approval by FDA today for all existing indications. #advocacy #PatientExperience
493,Wed Apr 29 10:42:36 +0000 2020,Jorge Darcourt,#AACR20. Great news for people living with #cancer during #COVID19 #pandemic: pembrolizumab 400 mg every 6 wks granted accelerated approval by FDA today for all existing indications. #advocacy #PatientExperience
494,Wed Apr 29 10:45:18 +0000 2020,ゆきぐもせんせー@放射線治療医,"武漢からの多施設後ろ向き研究。
☑️がん患者は死亡を含めた重症化リスクが高い。
☑️血液腫瘍と肺癌、病期StageIVのリスクが高い。
☑️治療法では、手術や免疫チェックポイント阻害薬は有意に重症化リスクが高い。放射線治療の有無では有意差なし。"
495,Wed Apr 29 10:46:49 +0000 2020,Chantal,"Oncologists are very used to see the Kaplan-Meier curve. For COVID-19, the curve shows statistically significant with Y-axis represented by days, not even months. It is a very sad outcome. Thanks, @AACR for providing this opportunity to learn so that we can fight w/data. #AACR20 https://t.co/VtVTqPxd3b"
496,Wed Apr 29 10:48:31 +0000 2020,Alessandro Carrer,"""~19% of cancer patients harbor RAS mutations"" per recent study in #CancerResearch @AACR journal. Not so much the 30% quoted historically. Wide variability across cancers.... #AACR20 https://t.co/ylUH2mMMQW https://t.co/nr0TfPFGR9"
497,Wed Apr 29 10:51:07 +0000 2020,Manav Pathania 🏳️‍🌈,"New study by Crystal Mackall and colls shows intracerebroventricular- or intratumoral-administered #CARTcells exhibit greater therapeutic potency as compared to intravenous delivery, in atypical teratoid/rhabdoid tumor mouse models https://t.co/QnawGBnpQA #ChildhoodCancer #AACR20 https://t.co/WJWe6evIqB"
498,Wed Apr 29 10:52:41 +0000 2020,"Pashtoon Kasi MD, MS","This is huge👇🏼

#Immunotherapy dosing esp amidst💡 on how to ⬇️exposure of #cancer patients amidst  #COVID19 #coronavirus #pandemic. #COVID19nCancer #AACR20 

@US_FDA @FDAOncology Approves @Merck #KEYTRUDA➖#pembrolizumab

➡️400 mg Q6️⃣Weeks✅

#OncoAlert 
https://t.co/g6HfMWGshU https://t.co/s1oJjN0Ycu"
499,Wed Apr 29 10:53:13 +0000 2020,Jose Luis Camellon,"Avances de #Vacuna cubana contra el cáncer, fueron presentados en colaboración con @RoswellPark en #EEUU. Entre el @centro_cim y dicha institución, existe un convenio de colaboración que está dando evidencias y resultados. #CienciaCubana @BioCubaFarma @DrRobertoMOjeda @DiazCanelB"
500,Wed Apr 29 10:53:36 +0000 2020,PINK AND BLUE MOVIE,"Good news, but Genentech, Inc. is only allowing women to be part of the trial. This is contrary FDA recommendations which suggests men be included in bc trials. #bcsm"
501,Wed Apr 29 10:55:35 +0000 2020,Ramcelo García Morales,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
502,Wed Apr 29 10:56:49 +0000 2020,MD Anderson Leukemia,"“These data strongly support the importance of clinical testing for NTRK gene fusions in order to identify those patients most likely to benefit from larotrectinib,” says @DavidHongMD. 

Learn more about his study presented today at #AACR20. https://t.co/2Gg4fqwJ0r #endcancer"
503,Wed Apr 29 10:57:16 +0000 2020,D. Russler-Germain,"This is huge👇🏼

#Immunotherapy dosing esp amidst💡 on how to ⬇️exposure of #cancer patients amidst  #COVID19 #coronavirus #pandemic. #COVID19nCancer #AACR20 

@US_FDA @FDAOncology Approves @Merck #KEYTRUDA➖#pembrolizumab

➡️400 mg Q6️⃣Weeks✅

#OncoAlert 
https://t.co/g6HfMWGshU https://t.co/s1oJjN0Ycu"
